text,label_id,label_code,label_title,generated_at
"A equipamento está lenta e depois ocorre falha SC544. Descrição: A Descrição: A máquina detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614404
Ocorrência de mensagem de erro SC553 intermitente. Ocorre durante impressão: Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614409
Ocorrência de falha SC553 intermitente. Problema: Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614412
"Durante a digitalização, aparece erro SC553. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614415
A impressora está lenta e depois ocorre mensagem de erro SC553. falha SC553 ao usar a falha SC553 ao usar a impressora.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614418
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta erro SC553. Cliente relata falha SC553 na equipamento.",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614421
Usuário informa que a equipamento mostra mensagem de erro SC553 e não conclui o trabalho. Ocorre durante impressão: Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614423
"Ocorrência de mensagem de erro SC553 intermitente. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, mensagem de erro",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614427
"Durante a cópia, aparece falha SC553. Descrição: A Descrição: A impressora detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614430
"Durante a cópia, aparece mensagem de erro SC553. Descrição: A Descrição: A impressora detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614434
"Ocorrência de mensagem de erro SC553 intermitente. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614438
Ocorrência de falha SC553 intermitente. falha SC553 ao usar a falha SC553 ao usar a máquina.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614441
"Usuário informa que a impressora mostra erro SC553 e não conclui o trabalho. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614444
Ocorrência de falha SC553 intermitente. Ocorre durante impressão: Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614447
"Ocorrência de falha SC553 intermitente. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, mensagem de erro",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614450
Ocorrência de mensagem de erro SC553 intermitente. Problema: Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614453
"Ocorrência de mensagem de erro SC553 intermitente. Descrição: A Descrição: A equipamento detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614456
Ocorrência de falha SC553 intermitente. Problema: Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614460
Ocorrência de mensagem de erro SC553 intermitente. Ocorre durante impressão: Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset.,4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614463
"Ao tentar imprimir um documento PDF grande, a máquina apresenta falha SC553. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, falha",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614466
"Ao tentar imprimir um documento PDF grande, a impressora apresenta erro SC553. Ocorre durante impressão: Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset.",4,SC553,Detecção anômala de temperatura no fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614469
"Durante a digitalização, aparece erro 900.00. Cliente relata mensagem de Cliente relata mensagem de falha 900.00 na equipamento. 900.00 na equipamento.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614472
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta erro 900.00. Cliente relata mensagem de Cliente relata mensagem de erro 900.00 na equipamento. 900.00 na equipamento.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614475
"Usuário informa que a máquina mostra erro 900.00 e não conclui o trabalho. Descrição: Ocorre travamento do firmware, geralmente relacionado a trabalhos corrompidos, drivers incompatíveis ou falhas em extensões/soluções embarcadas.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614478
Usuário informa que a máquina mostra falha 900.00 e não conclui o trabalho. Problema: Problema: Erro 900.xx (Lexmark) – travamento de firmware/comunicação. 900.xx (Lexmark) – travamento de firmware/comunicação.,5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614482
"Durante a envio por e-mail, aparece falha 900.00. falha 900.00 ao usar a falha 900.00 ao usar a máquina.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614486
A equipamento está lenta e depois ocorre falha 900.00. falha 900.00 ao usar a falha 900.00 ao usar a equipamento.,5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614490
"Durante a digitalização, aparece erro 900.00. Palavras-chave: lexmark, 900.xx, firmware, travamento, comunicacao, driver",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614492
A máquina está lenta e depois ocorre falha 900.00. Ocorre durante impressão: Ocorre durante impressão: Erro 900.xx (Lexmark) – travamento de firmware/comunicação. 900.xx (Lexmark) – travamento de firmware/comunicação.,5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614495
Ocorrência de falha 900.00 intermitente. Ocorre durante impressão: Ocorre durante impressão: Erro 900.xx (Lexmark) – travamento de firmware/comunicação. 900.xx (Lexmark) – travamento de firmware/comunicação.,5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614499
"Ao tentar imprimir um documento PDF grande, a impressora apresenta falha 900.00. falha 900.00 ao usar a falha 900.00 ao usar a máquina.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614502
"A equipamento está lenta e depois ocorre mensagem de erro 900.00. Descrição: Ocorre travamento do firmware, geralmente relacionado a trabalhos corrompidos, drivers incompatíveis ou falhas em extensões/soluções embarcadas.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614505
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta mensagem de erro 900.00. Cliente relata mensagem de Cliente relata mensagem de mensagem de erro 900.00 na equipamento. 900.00 na equipamento.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614508
"Ocorrência de erro 900.00 intermitente. Palavras-chave: lexmark, 900.xx, firmware, travamento, comunicacao, driver",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614511
A máquina está lenta e depois ocorre falha 900.00. Cliente relata mensagem de Cliente relata mensagem de falha 900.00 na equipamento. 900.00 na equipamento.,5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614514
"Durante a digitalização, aparece erro 900.00. Ocorre durante impressão: Ocorre durante impressão: Erro 900.xx (Lexmark) – travamento de firmware/comunicação. 900.xx (Lexmark) – travamento de firmware/comunicação.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614517
"Durante a varredura de pastas, aparece mensagem de erro 900.00. Ocorre durante impressão: Ocorre durante impressão: Erro 900.xx (Lexmark) – travamento de firmware/comunicação. 900.xx (Lexmark) – travamento de firmware/comunicação.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614520
"A equipamento está lenta e depois ocorre mensagem de erro 900.00. Palavras-chave: lexmark, 900.xx, firmware, travamento, comunicacao, driver",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614524
Usuário informa que a impressora mostra falha 900.00 e não conclui o trabalho. Problema: Problema: Erro 900.xx (Lexmark) – travamento de firmware/comunicação. 900.xx (Lexmark) – travamento de firmware/comunicação.,5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614527
"Usuário informa que a máquina mostra mensagem de erro 900.00 e não conclui o trabalho. Descrição: Ocorre travamento do firmware, geralmente relacionado a trabalhos corrompidos, drivers incompatíveis ou falhas em extensões/soluções embarcadas.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614530
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta erro 900.00. Problema: Problema: Erro 900.xx (Lexmark) – travamento de firmware/comunicação. 900.xx (Lexmark) – travamento de firmware/comunicação.",5,900.00,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614534
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta falha 900.01. Descrição: Ocorre travamento do firmware, geralmente relacionado a trabalhos corrompidos, drivers incompatíveis ou falhas em extensões/soluções embarcadas.",6,900.01,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614537
Ocorrência de erro 900.01 intermitente. Cliente relata mensagem de Cliente relata mensagem de falha 900.01 na equipamento. 900.01 na equipamento.,6,900.01,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614540
"A equipamento está lenta e depois ocorre mensagem de erro 900.01. Descrição: Ocorre travamento do firmware, geralmente relacionado a trabalhos corrompidos, drivers incompatíveis ou falhas em extensões/soluções embarcadas.",6,900.01,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614543
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta falha 900.01. falha 900.01 ao usar a equipamento. 900.01 ao usar a equipamento.",6,900.01,Erro 900.xx (Lexmark) – travamento de firmware/comunicação,2025-11-06T03:35:56.614547
